"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:612","markus_1f428f8e","","","False","","","markus ""No, I saw something a lot more interesting. A female student, swimming... naked! In the lake!"" id markus_1f428f8e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:614","hagrid_623df8d4","","","False","","","hagrid ""Uh. Yeh sure abou' this, Sally?"" id hagrid_623df8d4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:616","markus_d67c00f9","","","False","","","markus ""One hundred percent. I saw her passing by, naked. She ran away and left these panties."" id markus_d67c00f9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:618","markus_17cce292","","","False","","","markus ""In fact, I think I better take them to Professor McGonagall, right away, so that we can discover whom they belong to."" id markus_17cce292"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:621","hagrid_dfa09400","","","False","","","hagrid ""WAIT! Err, I mean, hold yer thestrals, lad. I think I outta deal with this meself."" id hagrid_dfa09400"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:623","hagrid_80ee3d41","","","False","","","hagrid ""Ol' McGonagall is too strict by far. I think this girl needs a, uhm, gentler touch."" id hagrid_80ee3d41"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:625","markus_c3ece4dd","","","False","","","markus ""If you say so, Hagrid."" id markus_c3ece4dd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:627","hagrid_f722eb6c","","","False","","","hagrid ""Yes, err, I think so. I'll go an' do tha', then. Ye go on to the castle by yerself. But don' tell Dumbledore!"" id hagrid_f722eb6c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:634","markus_98c12253","","","False","","","markus ""All right, Hagrid. Have a good one."" id markus_98c12253"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:640","markus_ad738bdb","","","False","","","markus ""Marcus, you are a genius, you are."" id markus_ad738bdb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:645","markus_b2f8fe31","","","False","","","markus ""Look, I'm sure you have things to do. I don't want to distract you."" id markus_b2f8fe31"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:647","hagrid_8bf34eb7","","","False","","","hagrid ""Yer right. Dumbledore told me the new replacement nurse was arrivin' today. I've bin ordered ter wait fer her here."" id hagrid_8bf34eb7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:649","markus_9fbc6ef0","","","False","","","markus ""Oh. Um... why?"" id markus_9fbc6ef0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:651","hagrid_803b28b6","","","False","","","hagrid ""So I can escort her around the castle, o' course. Ha!"" id hagrid_803b28b6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:653","markus_d5a682aa","","","False","","","markus ""(Dementors take me...)"" id markus_d5a682aa"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:655","markus_10a30d5b","","","False","","","markus ""You know Hagrid, I forgot to turn off the... um... stove in my room. Wouldn't want to start a fire, eh? I'll see you soon."" id markus_10a30d5b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:657","hagrid_0cf5c185","","","False","","","hagrid ""I'll be waitin'."" id hagrid_0cf5c185"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:660","markus_24ce4b79","","","False","","","markus ""You know, I actually forgot something... in my room. I will be back later."" id markus_24ce4b79"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:662","hagrid_cc2d9d1b","","","False","","","hagrid ""I'll be right here. I have orders from Dumbledore himself!"" id hagrid_cc2d9d1b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:664","markus_2ccdab28","","","False","","","markus ""Oh. Perfect."" id markus_2ccdab28"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:667","hagrid_7251a53f","","","False","","","hagrid ""Be sure ter check on me! Or, even better - lemme check on yeh! Where are yeh stayin'?"" id hagrid_7251a53f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:669","markus_394096a1","","","False","","","markus ""Sure thing! You take care now!"" id markus_394096a1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:677","dum_f012076a","","","False","","","dum ""Do come in."" id dum_f012076a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:682","macgon_a7c0707f","","","False","","","macgon ""Professor Dumbledore, am I interrupting?"" id macgon_a7c0707f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:684","dum_7167fe66","","","False","","","dum ""Of course not, Minerva."" id dum_7167fe66"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:686","macgon_600ea322","","","False","","","macgon ""Professor Dumbledore... Albus... I was told..."" id macgon_600ea322"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:689","dum_0cf1fb70","","","False","","","dum ""Yes, Minerva, I'll begin my sabbatical soon. I'm afraid the responsibilities of running Hogwarts will fall to you, once more."" id dum_0cf1fb70"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:691","macgon_e95359dd","","","False","","","macgon ""Regarding your replacement..."" id macgon_e95359dd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:693","dum_17aad6a9","","","False","","","dum ""Two new wizards will soon arrive at Hogwarts, though not entirely new. Tom Riddle and his son Salazar Riddle."" id dum_17aad6a9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:695","dum_f52646f6","","","False","","","dum ""They'll be Headmaster and Head Medicus, respectively."" id dum_f52646f6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:697","macgon_eb599aec","","","False","","","macgon ""I see. Well. I don't think I can say anything that hasn't already been said..."" id macgon_eb599aec"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:699","macgon_74351a90","","","False","","","macgon ""When are Tom and Sally expected to arrive?"" id macgon_74351a90"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:701","dum_78efa035","","","False","","","dum ""Young Salazar is already in Hogsmeade. Tom has yet to respond. We'll need a temporary replacement for my position."" id dum_78efa035"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:703","macgon_94bf31c2","","","False","","","macgon ""Does this mean we'll have to deal with someone from the Ministry?"" id macgon_94bf31c2"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:705","dum_0254afcd","","","False","","","dum ""I'm afraid so. At least until Tom arrives."" id dum_0254afcd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:707","macgon_29989151","","","False","","","macgon ""I understand. I don't have much time now, but I'd like to continue this discussion further after my lessons. If you have the time, of course."" id macgon_29989151"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:709","dum_864a62fa","","","False","","","dum ""Of course. Good day, Minerva."" id dum_864a62fa"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:715","markus_c8618c82","","","False","","","markus ""Ah, youth! I remember myself at that age..."" id markus_c8618c82"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:717","markus_db46d4b8","","","False","","","markus ""All that I desired was to find myself in a similar position, with an equally beautiful girl."" id markus_db46d4b8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:719","markus_ccf5eb42","","","False","","","markus ""I shouldn't disturb them..."" id markus_ccf5eb42"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:721","markus_95a8a7bb","","","False","","","markus ""Such a nice... or, erm, precocious... couple..."" id markus_95a8a7bb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:734","nola_421d0fcb","","","False","","","nola ""Hey! Hold on a second."" id nola_421d0fcb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:736","markus_aa6889c6","","","False","","","markus ""Who? Me?"" id markus_aa6889c6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:739","nola_ecafbc5f","","","False","","","nola ""Do you see anyone else around?"" id nola_ecafbc5f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:740","markus_91d95d13","","","False","","","markus ""Umm... Well, yes, actually."" id markus_91d95d13"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:744","markus_93d87be4","","","False","","","markus ""I'm sorry, miss. I don't want to hit you with my case. Could you..."" id markus_93d87be4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:747","nola_259ee39a","","","False","","","nola ""And I thought I'd seen all the cute faces around here. Let me guess: a transfer student?"" id nola_259ee39a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:749","markus_5fad61ae","","","False","","","markus ""Why would you think..."" id markus_5fad61ae"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:751","nola_9f0d1671","","","False","","","nola ""Shush, pretty boy. You'll soon find out some wizarding friends are much better than others."" id nola_9f0d1671"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:753","nola_5eaae1ec","","","False","","","nola ""I was a transfer too, came in my second year. But now I've been at Hogwarts long enough to give you some tips."" id nola_5eaae1ec"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:755","markus_6e2eed73","","","False","","","markus ""Just a tick now! I'm not a student here."" id markus_6e2eed73"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:757","nola_31f9e3ec","","","False","","","nola ""Ah, of course. You're not some ordinary boy, yeah? You're special. Perhaps a great wizard! The Chosen One!"" id nola_31f9e3ec"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:759","markus_5bfb9a01","","","False","","","markus ""Wait, what? I think you're missing the point. I'm..."" id markus_5bfb9a01"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:761","nola_c7a05559","","","False","","","nola ""A lost little boy undressing me with his eyes?"" id nola_c7a05559"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:763","markus_e527934f","","","False","","","markus ""Whoa, slow down! I actually work here. And you shouldn't..."" id markus_e527934f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:765","nola_8be16153","","","False","","","nola ""Ugh, a liar like the rest of them. Okay then. Who are you? A teacher? A Council member?"" id nola_8be16153"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:767","nola_81abf3a7","","","False","","","nola ""Or maybe even our new Headmaster? A-ha-ha!"" id nola_81abf3a7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:769","markus_8026bc83","","","False","","","markus ""Hilarious. Look, I'm in a hurry. Dumbledore needs to see me, and I..."" id markus_8026bc83"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:771","nola_5bf52d1c","","","False","","","nola ""Oh, Dumbledore himself! Drop the charade and admit that you need my help!"" id nola_5bf52d1c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:773","markus_a90dd882","","","False","","","markus ""Listen, girlie, I graduated Hogwarts years ago."" id markus_a90dd882"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:775","nola_1b470a04","","","False","","","nola ""Ah, so you're a graduate? And you work here?"" id nola_1b470a04"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:777","markus_515203c5","","","False","","","markus ""Merlin willed you would finally understand..."" id markus_515203c5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:779","nola_00f2cd8e","","","False","","","nola ""So, as a teacher you should enforce the rules..."" id nola_00f2cd8e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:781","markus_d07d2b5b","","","False","","","markus ""Well, technically... Yes, I suppose I should..."" id markus_d07d2b5b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:783","nola_7645a96c","","","False","","","nola ""Hah! Do you see that couple over there? What do the rules in the school Codex say regarding that, {i}professor{/i}?"" id nola_7645a96c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:785","markus_ec0dff97","","","False","","","markus ""Yes... the Codex... Codex of Student Interactions..."" id markus_ec0dff97"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:787","nola_ffab507d","","","False","","","nola ""Yes?"" id nola_ffab507d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:789","markus_4fc95ad6","","","False","","","markus ""I have to... make them... err... stop kissing?"" id markus_4fc95ad6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:791","nola_5d0779e4","","","False","","","nola ""Well... do go on, \""professor\"", don't keep them waiting."" id nola_5d0779e4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:793","nola_0fae9211","","","False","","","nola ""Such a disgusting sight. Wasting her beauty on that slob."" id nola_0fae9211"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:795","markus_0e621545","","","False","","","markus ""Shouldn't take long...."" id markus_0e621545"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:797","nola_dfcf0534","","","False","","","nola ""You're so stubborn. Though that's not the worst quality for a boy..."" id nola_dfcf0534"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:799","nola_49b6577e","","","False","","","nola ""Or you can just apologise to me and admit that you're simply a student."" id nola_49b6577e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:801","markus_5ac019af","","","False","","","markus ""It's you who'll have to apologise to me soon enough."" id markus_5ac019af"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:813","markus_c293cf81","","","False","","","markus ""(Well, I can't pretend I care. But at least I can show that witch now.)"" id markus_c293cf81"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:819","markus_65b0c515","","","False","","","markus ""Young folks, pardon my intrusion..."" id markus_65b0c515"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:820","girl_a66d2530","","","False","","","girl ""Darling, stop! Someone's looking..."" id girl_a66d2530"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:821","boy_e5d27fdd","","","False","","","boy ""Mmm... ignore them. There's nothing they can do, my sweet owl..."" id boy_e5d27fdd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:822","girl_47ebb895","","","False","","","girl ""Oh, I love it when you call me that! And you're my owl, and I tremble in delight when I touch your wings..."" id girl_47ebb895"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:823","boy_773c07ee","","","False","","","boy ""Don't lose focus now, dear. Imagine that I'm your... er, eagle owl."" id boy_773c07ee"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:824","girl_a83c9e9f","","","False","","","girl ""Yes, darling, you're my eagle owl, and I'm your owl... hoot-hoot-hoot..."" id girl_a83c9e9f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:829","markus_2b6a6cba","","","False","","","markus ""I'd like to remind you of the rules..."" id markus_2b6a6cba"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:830","boy_32c032ce","","","False","","","boy ""What rules?"" id boy_32c032ce"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:832","markus_2247c50a","","","False","","","markus ""School rules."" id markus_2247c50a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:833","boy_c10121a7","","","False","","","boy ""What about them?"" id boy_c10121a7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:835","markus_c815f105","","","False","","","markus ""You're breaking them right now."" id markus_c815f105"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:836","boy_88ed3ba7","","","False","","","boy ""Oh, Merlin, anything but that!"" id boy_88ed3ba7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:838","markus_30b5777d","","","False","","","markus ""You need to be punished."" id markus_30b5777d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:839","boy_7fafe90f","","","False","","","boy ""By who? You?"" id boy_7fafe90f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:841","markus_4977c7dd","","","False","","","markus ""Well, no, not me but..."" id markus_4977c7dd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:842","girl_70be29a7","","","False","","","girl ""My eagle owl, I'm missing your lips already..."" id girl_70be29a7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:844","markus_f071d075","","","False","","","markus ""Grr... that didn't work at all... I must try a different approach."" id markus_f071d075"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:847","markus_93a2be8d","","","False","","","markus ""Young folks, I don't want to disturb you, but..."" id markus_93a2be8d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:848","boy_f6a08f9c","","","False","","","boy ""Then don't."" id boy_f6a08f9c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:849","boy_2e7ebffa","","","False","","","boy ""Just who are you anyway?"" id boy_2e7ebffa"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:851","markus_2998f7b8","","","False","","","markus ""I'm a new employee of this fine institution. And I need to..."" id markus_2998f7b8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:852","boy_306cd25e","","","False","","","boy ""You have any identification?"" id boy_306cd25e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:854","markus_3b16e8d6","","","False","","","markus ""I was just on my way to get it."" id markus_3b16e8d6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:855","boy_cab1c601","","","False","","","boy ""Then go on, don't let us stop you."" id boy_cab1c601"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:857","markus_8a8cb783","","","False","","","markus ""But then I might return, and you'll be sorry..."" id markus_8a8cb783"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:858","boy_d9b2f982","","","False","","","boy ""Not unless you bring the proper identification."" id boy_d9b2f982"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:860","markus_f9466c96","","","False","","","markus ""If I have to come back, the two of you will be in quite a bit of trouble!"" id markus_f9466c96"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:861","boy_1d28cc41","","","False","","","boy ""Sure."" id boy_1d28cc41"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:862","girl_70be29a7_1","","","False","","","girl ""My eagle owl, I am missing your lips already..."" id girl_70be29a7_1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:864","markus_5f2a848a","","","False","","","markus ""I should try something else."" id markus_5f2a848a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:867","markus_b55c9c1a","","","False","","","markus ""Hey, pretty boy. I'm next."" id markus_b55c9c1a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:869","boy_4b06912f","","","False","","","boy ""What?"" id boy_4b06912f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:871","spiritold_2702a804","","","False","","","spiritold ""What?"" id spiritold_2702a804"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:872","boy_e82c2f7a","","","False","","","boy ""Sorry, I'm not into guys."" id boy_e82c2f7a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:874","markus_593241cc","","","False","","","markus ""Oh, I meant next with her."" id markus_593241cc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:875","boy_d2b1ccbc","","","False","","","boy ""Really wanna say that to a guy kissing his girlfriend?"" id boy_d2b1ccbc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:877","markus_56ea74fe","","","False","","","markus ""You call that a kiss? I've seen dogs do better with their..."" id markus_56ea74fe"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:878","boy_d0eac308","","","False","","","boy ""You can do better with my shoes in a minute..."" id boy_d0eac308"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:879","girl_33eba19d","","","False","","","girl ""My eagle owl, come back to my lips already... ignore him."" id girl_33eba19d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:881","markus_b4c2d7ce","","","False","","","markus ""Grr... little shit... if I weren't a staff member here..."" id markus_b4c2d7ce"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:884","markus_f3171fc4","","","False","","","markus ""(They're too involved with each other to mind what I say...)"" id markus_f3171fc4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:889","markus_6531bb16","","","False","","","markus ""(I could throw the owl at her noggin and run past before she regains consciousness.)"" id markus_6531bb16"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:891","markus_6727384b","","","False","","","markus ""(Poor girl doesn't deserve that though, especially considering how hardheaded that witch is being.)"" id markus_6727384b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:896","markus_7e779a49","","","False","","","markus ""(Throw her at them? Good idea. But perhaps I can use her as a distraction instead of as a pudgy, winged rock...)"" id markus_7e779a49"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:907","markus_c9af62a7","","","False","","","markus ""(Well, Googleye, show me what you've got! Don't forget to find me afterwards.)"" id markus_c9af62a7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:909","markus_cedb548e","","","False","","","markus ""(Let's just hope that lazy creature doesn't fail me once again.)"" id markus_cedb548e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:923","markus_a1a3aaee","","","False","","","markus ""Hmm... didn't they see it? Or do they just not care? Fine, I'll think of something."" id markus_a1a3aaee"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:934","sonya_31668c77","","","False","","","sonya ""Nicely done!"" id sonya_31668c77"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:935","sonya_23c955d7","","","False","","","sonya ""Don't forget, you can always call me by clicking on the exclamation or question mark in the upper right corner."" id sonya_23c955d7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:936","sonya_821cea9a","","","False","","","sonya ""Oh, try using other mouse button as well when you interact with interface or objects. Sometimes, it will activate alternative behaviour!"" id sonya_821cea9a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:937","sonya_e6f4d259","","","False","","","sonya ""Anyhow, I won't keep you too long. Have fun!~"" id sonya_e6f4d259"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:945","markus_862d289f","","","False","","","markus ""Yes, I could put the broom up her ass... Sadly, she just might prefer flesh to wood."" id markus_862d289f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:953","markus_25905909","","","False","","","markus ""Hmm, what's to stop me from asking them to help me sweep this place?"" id markus_25905909"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:955","markus_2ad158e6","","","False","","","markus ""Oh, yeah! The fact I came here to practice medicine, not be a bloody janitor."" id markus_2ad158e6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:958","markus_2c262f21","","","False","","","markus ""Who and which hole to put the broom in..."" id markus_2c262f21"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:960","markus_80e3f59d","","","False","","","markus ""Sadly, I don't think I will ever be allowed into Hogwarts after such an escapade."" id markus_80e3f59d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:963","markus_1e7a92d8","","","False","","","markus ""I wonder if a few whacks with the broom would stop them..."" id markus_1e7a92d8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:965","markus_89f75442","","","False","","","markus ""But alas, I have more important things to do."" id markus_89f75442"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:968","markus_91093b82","","","False","","","markus ""Yes, let's just see if it's theirs..."" id markus_91093b82"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:970","markus_9dfecd5b","","","False","","","markus ""Actually, this might be useful later, I should keep it."" id markus_9dfecd5b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:975","markus_8ff30abf","","","False","","","markus ""If I clean the board, I might as well sweep the trash out from under it. But what if they think I make a better janitor than I do a medicus? I shouldn't risk it."" id markus_8ff30abf"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:981","markus_1c4027bd","","","False","","","markus ""She'll be fine in a minute... I hope."" id markus_1c4027bd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:984","markus_e73cfd21","","","False","","","markus ""The only fowl that I abuse is the chicken that I choke."" id markus_e73cfd21"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:995","markus_bb2238de","","","False","","","markus ""There, all done."" id markus_bb2238de"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1003","nola_f66ce2a2","","","False","","","nola ""I'm slightly impressed. Seems you think with the correct head."" id nola_f66ce2a2"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1005","markus_a417bf21","","","False","","","markus ""I'm so glad you're pleased. May I go through now?"" id markus_a417bf21"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1007","nola_d0ddb5ee","","","False","","","nola ""You don't have to go. I apologise for doubting you. There... happy?"" id nola_d0ddb5ee"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1009","markus_ba672726","","","False","","","markus ""See that tall tower behind you? People are waiting for me there. I'm sorry, I actually do have to go."" id markus_ba672726"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1011","nola_ed8c0cb9","","","False","","","nola ""Ok, I'll bite. Who are you exactly?"" id nola_ed8c0cb9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1016","markus_394f783b","","","False","","","markus ""I came here to replace Dumbledore."" id markus_394f783b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1018","nola_66df399f","","","False","","","nola ""Really, now? A-ha-ha-ha! Oh, you're not joking? Wow! It's been a long time since I've met someone so desperate to impress me."" id nola_66df399f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1020","nola_c5b4a444","","","False","","","nola ""Okay, Mister {i}Headmaster{/i}, see you next year. Though I'm sure you'll have become the {i}Minister of Magic{/i} by then... Idiot..."" id nola_c5b4a444"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1032","markus_e1f96610","","","False","","","markus ""Hmm, she seemed offended. Whatever."" id markus_e1f96610"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1035","markus_701ab472","","","False","","","markus ""I'm sure you've heard about Madame Pomfrey's retirement. I'm here to take her place."" id markus_701ab472"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1037","nola_d7f0ed57","","","False","","","nola ""Hmm. Interesting. So you're... a nurse."" id nola_d7f0ed57"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1039","nola_557af05f","","","False","","","nola ""Well, I'll see you next year, Mister {i}Nurse{/i}. If you're lucky, I may even let you \""check up\"" on me..."" id nola_557af05f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1051","markus_360dceca","","","False","","","markus ""Feisty one."" id markus_360dceca"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1054","markus_90a007b4","","","False","","","markus ""Fine, I admit it. I'm just a simple student, can I see your boobs now?"" id markus_90a007b4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1057","nola_4e67044c","","","False","","","nola ""Hah, what?! No... anyways, I forgive you."" id nola_4e67044c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1059","nola_ec48baee","","","False","","","nola ""You can be my lackey as penance, I promise you won't be disappointed..."" id nola_ec48baee"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1061","markus_a1f7e1b5","","","False","","","markus ""Umm... Thank you? I really must go now. Coordinating my transfer and all..."" id markus_a1f7e1b5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1073","markus_b3bdedca","","","False","","","markus ""(Lackey, alright. Only you should be mine, not the opposite...)"" id markus_b3bdedca"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1076","markus_df5e364a","","","False","","","markus ""The Ministry believes the school isn't paying enough attention to the heath of the students. So, they've sent me to remedy the problem."" id markus_df5e364a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1078","nola_cf27d831","","","False","","","nola ""First time I've heard about it..."" id nola_cf27d831"
