Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
narrator_760f5cb3		The Protoss began to understand exactly what Sarah meant, focusing on her own feelings. It was hard for her to admit that something like this was happening to her.	game/tl/english/event/lizzara_feeding.rpy	497	"[what]" id narrator_760f5cb3
L_f10ea78e	L	(Something... Zerg in me... Mmmmmg! For what sins?)	game/tl/english/event/lizzara_feeding.rpy	503	L "[what]" id L_f10ea78e
narrator_6b699b4e		Sarah was surprisingly determined, holding the tentacle firmly inside Lizzara..	game/tl/english/event/lizzara_feeding.rpy	509	"[what]" id narrator_6b699b4e
narrator_5d94eeb5		*Shlick* *Shlick* *Shlick*	game/tl/english/event/lizzara_feeding.rpy	515	"[what]" id narrator_5d94eeb5 with shake_05
S_9b0ab94e	S	Don't move! You'll have to be patient for a while. Yes, I understand that this is very unacceptable for you, and it looks very strange... But this is a necessary measure. That's the only way it works... it wasn't my idea, and we don't have time to figure out anything better right now, so...	game/tl/english/event/lizzara_feeding.rpy	521	S "[what]" id S_9b0ab94e
narrator_0aa80dfc		*Shlick* *Shlick* *Shlick*	game/tl/english/event/lizzara_feeding.rpy	527	"[what]" id narrator_0aa80dfc
L_4214e626	L	(Ahh... s-so deep again, ah!!!)	game/tl/english/event/lizzara_feeding.rpy	533	L "[what]" id L_4214e626
narrator_aded3eb1		The girl was a little embarrassed, loosening her grip, but the reality of the situation made her look serious again.	game/tl/english/event/lizzara_feeding.rpy	539	"[what]" id narrator_aded3eb1
narrator_657c5949		*Squish* *Squish* *Squish*	game/tl/english/event/lizzara_feeding.rpy	545	"[what]" id narrator_657c5949
S_2e7025e6	S	It's still better that you go through this under my supervision! I... I really care about you and will try to do everything as carefully as possible.	game/tl/english/event/lizzara_feeding.rpy	551	S "[what]" id S_2e7025e6
L_d04eee63	L	(Aaaaahh!)	game/tl/english/event/lizzara_feeding.rpy	557	L "[what]" id L_d04eee63
narrator_7104279f		*Chwak* * Squish* *Squish*	game/tl/english/event/lizzara_feeding.rpy	563	"[what]" id narrator_7104279f with shake_05
narrator_9d2f23aa		Sarah had to move the tentacle, which was coming out of Lizzara's pussy because of the swelling.	game/tl/english/event/lizzara_feeding.rpy	569	"[what]" id narrator_9d2f23aa
L_75326906	L	W-what are you doing, Sarah? Ah... you can't do that either... you can't just do it, it's wrong...	game/tl/english/event/lizzara_feeding.rpy	575	L "[what]" id L_75326906
narrator_134cd264		*Chwak* * Squish* *Squish*	game/tl/english/event/lizzara_feeding.rpy	581	"[what]" id narrator_134cd264 with shake_15
L_daa8cda1	L	(Mmmmmgh, no! S-stop doing it... STOP! This is...!)	game/tl/english/event/lizzara_feeding.rpy	587	L "[what]" id L_daa8cda1
S_58704c8d	S	(Yes... to an outsider, this might seem strange, and few people would even think that it was all for the sake of food. In the past, I wouldn't have understood... and I'd be surprised, hee-hee. But now...)	game/tl/english/event/lizzara_feeding.rpy	593	S "[what]" id S_58704c8d
narrator_7ff726a7		The girl stammered in embarrassment. She had to hold on to the excited tentacle that she had inserted into Lizzara herself.	game/tl/english/event/lizzara_feeding.rpy	599	"[what]" id narrator_7ff726a7
S_f6442dde	S	(Pull yourself together... I'm doing this for Lizzara. This is no place for such thoughts!)	game/tl/english/event/lizzara_feeding.rpy	605	S "[what]" id S_f6442dde
S_113a7fe2	S	(Lizzara, you just have to be patient, you'll soon find out for yourself. We don't have time to explain, I need to concentrate...)	game/tl/english/event/lizzara_feeding.rpy	611	S "[what]" id S_113a7fe2
narrator_8e555a90		*Squish* *Squish* *Squish*	game/tl/english/event/lizzara_feeding.rpy	617	"[what]" id narrator_8e555a90 with shake_15
L_5f8f6bf2	L	(Mmmmmgh, ah! It's too much... When will this end?)	game/tl/english/event/lizzara_feeding.rpy	623	L "[what]" id L_5f8f6bf2
S_7bf9aef5	S	Very soon, you'll see, you won't even have time to say ‘Synchrophasotron’.	game/tl/english/event/lizzara_feeding.rpy	629	S "[what]" id S_7bf9aef5
S_b85182d5	S	(Oh shit, I hope this works. This lascivious tentacle doesn't work only with my mouth, right?! What difference does it make to him where to spew food? Yeah! Eh...)	game/tl/english/event/lizzara_feeding.rpy	635	S "[what]" id S_b85182d5
narrator_70440866		Sarah could only guess if her plan would work. After all, before that, she received food in a different way, she only needed to work with her mouth. But now it's not about food for Sarah, it's about food for her loyal friend.	game/tl/english/event/lizzara_feeding.rpy	641	"[what]" id narrator_70440866
L_215b5e79	L	(T-too much... Too strong! Ahh, I can't... C-can you slow down a little? I can't take much more.	game/tl/english/event/lizzara_feeding.rpy	647	L "[what]" id L_215b5e79
S_074355dc	S	Unfortunately, then it won't work. If we want to get this over with, we can't slow down. Let's give it our all!	game/tl/english/event/lizzara_feeding.rpy	653	S "[what]" id S_074355dc
narrator_8e555a90_1		*Squish* *Squish* *Squish*	game/tl/english/event/lizzara_feeding.rpy	659	"[what]" id narrator_8e555a90_1 with shake_15
L_006bf49b	L	Mmmmmgh, ah!	game/tl/english/event/lizzara_feeding.rpy	665	L "[what]" id L_006bf49b
L_9c65a593	L	(I'll burn with shame if it's for nothing, aaahh!)	game/tl/english/event/lizzara_feeding.rpy	671	L "[what]" id L_9c65a593
S_6f3e6643	S	(Mmm, the tentacle is a little more swollen. So it should work...)	game/tl/english/event/lizzara_feeding.rpy	677	S "[what]" id S_6f3e6643
S_792ba0fc	S	(I used it to care for myself, but now I have to take care of someone else... Now I have more responsibility, I have to try harder.)	game/tl/english/event/lizzara_feeding.rpy	683	S "[what]" id S_792ba0fc
narrator_8825870d		*Shlick* *Shlick* *Shlick*	game/tl/english/event/lizzara_feeding.rpy	689	"[what]" id narrator_8825870d with shake_15
L_5badc0ea	L	(This is so weird. I would... I never thought I'd do something like this... And with you!)	game/tl/english/event/lizzara_feeding.rpy	695	L "[what]" id L_5badc0ea
S_e53e64d1	S	It's not what you think it is...	game/tl/english/event/lizzara_feeding.rpy	701	S "[what]" id S_e53e64d1
C_3bdace79	C	(Yes... if such a situation happened to me, I would also be afraid to imagine what you are up to...)	game/tl/english/event/lizzara_feeding.rpy	707	C "[what]" id C_3bdace79
S_30ff446a	S	Oh, look who showed up... at the most inopportune moment.	game/tl/english/event/lizzara_feeding.rpy	713	S "[what]" id S_30ff446a
C_5a0bf54f	C	(Yeah, the first time is always weird, hee-hee. It'll grow on you, you'll see.)	game/tl/english/event/lizzara_feeding.rpy	719	C "[what]" id C_5a0bf54f
L_079c37d0	L	(This bursting feeling... When there's something strange in you... Something live! It's pulsing through me...)	game/tl/english/event/lizzara_feeding.rpy	725	L "[what]" id L_079c37d0
narrator_b670a134		*Squish* * Chwak* * Chomp*	game/tl/english/event/lizzara_feeding.rpy	731	"[what]" id narrator_b670a134 with shake_10
S_f75ba7cb	S	Yes, this may seem unusual... But everything on this ship is alive, so... It's just how you get sustenance here. Don't think too much...	game/tl/english/event/lizzara_feeding.rpy	737	S "[what]" id S_f75ba7cb
S_c146b3a4	S	(As if I'm making excuses... I'm not the one who's starving. You need to accept what you are given!)	game/tl/english/event/lizzara_feeding.rpy	743	S "[what]" id S_c146b3a4
S_6b56aafd	S	(Although if I were in her place... I would have thought something was wrong, too.)	game/tl/english/event/lizzara_feeding.rpy	749	S "[what]" id S_6b56aafd
L_dec4d894	L	(I trust you, Sarah... Mmmmgn, even though it's strange, I'm sure you wouldn't hurt me, ah!)	game/tl/english/event/lizzara_feeding.rpy	755	L "[what]" id L_dec4d894
S_165d2cfa	S	Ahh... pleasant memories came flooding back... I remember my first time...	game/tl/english/event/lizzara_feeding.rpy	761	S "[what]" id S_165d2cfa
narrator_8bde0525		*Squish* * Chwak* * Chomp*	game/tl/english/event/lizzara_feeding.rpy	767	"[what]" id narrator_8bde0525 with shake_20
L_2e702349	L	(Aaaahhhh!!!)	game/tl/english/event/lizzara_feeding.rpy	773	L "[what]" id L_2e702349
narrator_cca58322		Sarah suddenly returned to her memories, which awakened feelings of nostalgia in her. The girl pushed the tentacle harder, causing Lizzara to groan loudly.	game/tl/english/event/lizzara_feeding.rpy	779	"[what]" id narrator_cca58322
S_6feb78cc	S	Oops! I'm sorry, I'm so sorry... I was too caught up in the memories.	game/tl/english/event/lizzara_feeding.rpy	785	S "[what]" id S_6feb78cc
C_33f3e388	C	(Don't worry, Lizzie, it's an old-fashioned method and works like clockwork. Sarah reacted the same way at first. Oh, what pleasant memories... Yes, Sarah?)	game/tl/english/event/lizzara_feeding.rpy	791	C "[what]" id C_33f3e388
S_fd5ee2dd	S	Just shut up, you're only making it worse.	game/tl/english/event/lizzara_feeding.rpy	797	S "[what]" id S_fd5ee2dd
C_2cd43859	C	(Okay, you're great and all, but there's a lot to do and I need to run. As soon as you find out something, write me.)	game/tl/english/event/lizzara_feeding.rpy	803	C "[what]" id C_2cd43859
S_f4cb60aa	S	Previously, those were bad memories, but in comparison... Such a meal is something good. So that's all right, it's a proven method!	game/tl/english/event/lizzara_feeding.rpy	809	S "[what]" id S_f4cb60aa
C_782f5930	C	(You speak with such warmth... As if you want to repeat it.)	game/tl/english/event/lizzara_feeding.rpy	815	C "[what]" id C_782f5930
S_04b72d9a	S	(And you're just looking for a moment to catch me off guard!)	game/tl/english/event/lizzara_feeding.rpy	821	S "[what]" id S_04b72d9a
C_3c2e2b02	C	(Yes, I decided to distract myself from studying the new body, but look at this! How could I resist, heh-heh.)	game/tl/english/event/lizzara_feeding.rpy	827	C "[what]" id C_3c2e2b02
S_55c096e7	S	(We'll sort it out without your help, thanks.)	game/tl/english/event/lizzara_feeding.rpy	833	S "[what]" id S_55c096e7
C_32e80e30	C	(Always happy to dilute the atmosphere. Enjoy your meal, Lizzara.)	game/tl/english/event/lizzara_feeding.rpy	839	C "[what]" id C_32e80e30
L_779e3dbb_2	L	(!!!)	game/tl/english/event/lizzara_feeding.rpy	845	L "[what]" id L_779e3dbb_2
L_0e1706b4	L	(Absolutely not funny! How can you say such a thing when such a huge tentacle enters you!)	game/tl/english/event/lizzara_feeding.rpy	851	L "[what]" id L_0e1706b4
S_4b23b754	S	Oh, I think the tentacle is already throbbing, even I can feel it.	game/tl/english/event/lizzara_feeding.rpy	857	S "[what]" id S_4b23b754
L_0ae32ff7	L	(Mmmm, can you imagine how I feel? Words can't describe it!!!)	game/tl/english/event/lizzara_feeding.rpy	863	L "[what]" id L_0ae32ff7
narrator_fcc5d5de		Every second, Lizzara thought she was going to burst, but she didn't. Instead, she thought that in some ways it was even pleasant, but she didn't want to think about it.	game/tl/english/event/lizzara_feeding.rpy	869	"[what]" id narrator_fcc5d5de
L_30543d59	L	(I want to be done with this already, hhaaa!!!)	game/tl/english/event/lizzara_feeding.rpy	875	L "[what]" id L_30543d59
narrator_f8db124f		*Squish* * Squish* * Chwak*	game/tl/english/event/lizzara_feeding.rpy	881	"[what]" id narrator_f8db124f with shake_10
L_409bf861	L	(It's too big! Big!!!)	game/tl/english/event/lizzara_feeding.rpy	887	L "[what]" id L_409bf861
S_56e39c7c	S	That's a good sign. So the end is near, just a little more!	game/tl/english/event/lizzara_feeding.rpy	893	S "[what]" id S_56e39c7c
L_f5343e8d	L	(Aaamh! Mmmmmg...)	game/tl/english/event/lizzara_feeding.rpy	899	L "[what]" id L_f5343e8d
S_962c143a	S	Believe me, you won't regret it! You'll perk up at once... At some point, you might even like it.	game/tl/english/event/lizzara_feeding.rpy	905	S "[what]" id S_962c143a
narrator_c6e0c304		*Squish* *Smack* *Slurp*	game/tl/english/event/lizzara_feeding.rpy	911	"[what]" id narrator_c6e0c304 with shake_20
L_5657fc59	L	(Hhaaah, I wouldn't really want to like this... Just hurry up, please!!!)	game/tl/english/event/lizzara_feeding.rpy	917	L "[what]" id L_5657fc59
narrator_af2e1d86		Lizzara's speech was interrupted by constant moans. The color of her skin was already taking on a more natural appearance. The Protoss was no longer aware of what she was saying and doing.	game/tl/english/event/lizzara_feeding.rpy	923	"[what]" id narrator_af2e1d86
L_a37b0248	L	(Ha... My mind... It melts.)	game/tl/english/event/lizzara_feeding.rpy	929	L "[what]" id L_a37b0248
L_0f0b9057	L	(W-we can stop... E-even if it doesn't work out... It's alright...)	game/tl/english/event/lizzara_feeding.rpy	935	L "[what]" id L_0f0b9057
S_50e1aa9e	S	No, no, we're almost there, we've almost got the food, we can't give up now!	game/tl/english/event/lizzara_feeding.rpy	941	S "[what]" id S_50e1aa9e
L_615389fa	L	(It's so hot... Am I dying? Is this my dirty and low end?)	game/tl/english/event/lizzara_feeding.rpy	947	L "[what]" id L_615389fa
S_84ad82e1	S	Hahaha, you're so funny. You're just excited, and you're not dying. You still have a long way to go, Lizzara. Protoss don't die from penetration, hee-hee.	game/tl/english/event/lizzara_feeding.rpy	953	S "[what]" id S_84ad82e1
S_1133c7a2	S	Come on, you filthy tentacle, how long is it now?!	game/tl/english/event/lizzara_feeding.rpy	959	S "[what]" id S_1133c7a2
narrator_4614cfdd		*Squish* *Smack* *Slurp*	game/tl/english/event/lizzara_feeding.rpy	965	"[what]" id narrator_4614cfdd with shake_20
L_ef3eab33	L	AHHH!!! NO! MMMGH!	game/tl/english/event/lizzara_feeding.rpy	971	L "[what]" id L_ef3eab33
L_779eebed	L	(My body... It's so pliable. Accepts such a large tentacle...)	game/tl/english/event/lizzara_feeding.rpy	977	L "[what]" id L_779eebed
S_31bfd131	S	(She's definitely not fully aware of everything right now. Hell, what if she got hooked on this?.. We must hurry.)	game/tl/english/event/lizzara_feeding.rpy	983	S "[what]" id S_31bfd131
narrator_4614cfdd_1		*Squish* *Smack* *Slurp*	game/tl/english/event/lizzara_feeding.rpy	989	"[what]" id narrator_4614cfdd_1 with shake_20
L_365ba641	L	(Oho-ho... S-so deep!)	game/tl/english/event/lizzara_feeding.rpy	995	L "[what]" id L_365ba641
S_19dfb09a	S	!!!	game/tl/english/event/lizzara_feeding.rpy	1001	S "[what]" id S_19dfb09a
S_8f9e59f3	S	Yes!!! Can you feel it?	game/tl/english/event/lizzara_feeding.rpy	1007	S "[what]" id S_8f9e59f3
L_a4556ae0	L	(Of course, I feel like it's going to tear me apart!)	game/tl/english/event/lizzara_feeding.rpy	1013	L "[what]" id L_a4556ae0
S_b7611d28	S	Don't exaggerate, it's almost done... I can feel it! I was right, though, and we'll make it, hee-hee. I'm glad, Lizzara, very glad that we're going to do this together.	game/tl/english/event/lizzara_feeding.rpy	1019	S "[what]" id S_b7611d28
L_0250031d	L	(I... I'd like to share your joy, but ... mmm... it's too big. Mmmmgn, I want to feel it!)	game/tl/english/event/lizzara_feeding.rpy	1025	L "[what]" id L_0250031d
L_779e3dbb_3	L	(!!!)	game/tl/english/event/lizzara_feeding.rpy	1031	L "[what]" id L_779e3dbb_3
narrator_c84e199c		Sarah slowed her movements to fully experience the moment when the tentacle released the nutrient fluid.	game/tl/english/event/lizzara_feeding.rpy	1037	"[what]" id narrator_c84e199c
L_ef099581	L	(Oh... It grew even more! It wants to tear me apart?)	game/tl/english/event/lizzara_feeding.rpy	1043	L "[what]" id L_ef099581
S_79570b82	S	Good... It's all good. This means that we are coming to the end. We're doing well.	game/tl/english/event/lizzara_feeding.rpy	1049	S "[what]" id S_79570b82
narrator_ce7ec6d8		The strange feeling grew stronger. Lizzara sensed that the tentacle was behaving differently and had a bad influence on her. She was less and less aware of what she was saying and doing, and she was surprised at what she was saying.	game/tl/english/event/lizzara_feeding.rpy	1055	"[what]" id narrator_ce7ec6d8
S_0a0694f3	S	You just need to push it a little bit.	game/tl/english/event/lizzara_feeding.rpy	1061	S "[what]" id S_0a0694f3
S_c9bb47bc	S	*Deep breath*	game/tl/english/event/lizzara_feeding.rpy	1067	S "[what]" id S_c9bb47bc
L_e3a72eb1	L	{size=+6}(A-A-A-A-A-A-AH!!! S-stop it, I CAN'T STAND IT!){/size}	game/tl/english/event/lizzara_feeding.rpy	1073	L "[what]" id L_e3a72eb1
narrator_31e4b392		Now the measured smooth movements turned into even faster and more sweeping blows. Each of them pushed the tentacle as deep as possible.	game/tl/english/event/lizzara_feeding.rpy	1079	"[what]" id narrator_31e4b392
L_343a67ec	L	(Everything is shaking and floating... Um....)	game/tl/english/event/lizzara_feeding.rpy	1085	L "[what]" id L_343a67ec
S_380e010f	S	Hee-hee, ugh, I hope you're ready...	game/tl/english/event/lizzara_feeding.rpy	1091	S "[what]" id S_380e010f
L_01b31797	L	(R-ready? Y-you're scaring me. Tell me what I should be preparing for!)	game/tl/english/event/lizzara_feeding.rpy	1097	L "[what]" id L_01b31797
S_d98bd381	S	You won't like it... That's for sure.	game/tl/english/event/lizzara_feeding.rpy	1103	S "[what]" id S_d98bd381
narrator_c59a9ff3		Sarah had to work hard to keep Lizzara from jumping up.	game/tl/english/event/lizzara_feeding.rpy	1109	"[what]" id narrator_c59a9ff3
S_efa61fd0	S	You're only making it worse with your resistance! Nothing terrible will happen. Remember, this is all for your own good It's only for survival!	game/tl/english/event/lizzara_feeding.rpy	1115	S "[what]" id S_efa61fd0
L_aa0c5d83	L	(Haaa... I don't want to survive like this... I didn't ask for it, mhhhh!)	game/tl/english/event/lizzara_feeding.rpy	1121	L "[what]" id L_aa0c5d83
L_ebd52689	L	(This is wrong... I do not have to...)	game/tl/english/event/lizzara_feeding.rpy	1127	L "[what]" id L_ebd52689
S_7aae5fcb	S	(She reacts worse than I did, hee-hee, oh, what an ice queen.)	game/tl/english/event/lizzara_feeding.rpy	1133	S "[what]" id S_7aae5fcb
S_326f7e15	S	There's no turning back! The tentacle is ready to erupt.	game/tl/english/event/lizzara_feeding.rpy	1139	S "[what]" id S_326f7e15
narrator_2c1ae5f8		*Squish* * Chwak* * Chomp*	game/tl/english/event/lizzara_feeding.rpy	1145	"[what]" id narrator_2c1ae5f8 with shake_20
L_e8ca45ac	L	(W-what??? I'm not ready, n-no, I don't want to!!! AH!!!)	game/tl/english/event/lizzara_feeding.rpy	1151	L "[what]" id L_e8ca45ac
narrator_0d7537bf		Sarah's entire arm was covered in natural lube and the liquid that the tentacle secreted. Despite its swollen size, it slid easily, allowing the girl to drive it as deep as possible.	game/tl/english/event/lizzara_feeding.rpy	1157	"[what]" id narrator_0d7537bf
L_d0c4a9eb	L	(HIIIIIIC!!!)	game/tl/english/event/lizzara_feeding.rpy	1163	L "[what]" id L_d0c4a9eb
L_52b92d1a	L	(So deep! I'm bursting!!!)	game/tl/english/event/lizzara_feeding.rpy	1169	L "[what]" id L_52b92d1a
narrator_ec4bb0bf		{size=+6}*PSHHHHH!!!*{/size}	game/tl/english/event/lizzara_feeding.rpy	1175	"[what]" id narrator_ec4bb0bf with shake_20
L_cdc17ddf	L	(AAAAAAAAH!!! I'm being filled!!! T-this is so weird!!!)	game/tl/english/event/lizzara_feeding.rpy	1181	L "[what]" id L_cdc17ddf
narrator_ac38cf8e		Sarah finally felt the tentacle begin to throb clearly and regularly, releasing all the nutrient fluid it had produced.	game/tl/english/event/lizzara_feeding.rpy	1187	"[what]" id narrator_ac38cf8e
L_ea98a86a	L	(Too much!!! There's so much of it!!! It fills me up...)	game/tl/english/event/lizzara_feeding.rpy	1193	L "[what]" id L_ea98a86a
narrator_ec4bb0bf_1		{size=+6}*PSHHHHH!!!*{/size}	game/tl/english/event/lizzara_feeding.rpy	1199	"[what]" id narrator_ec4bb0bf_1 with shake_20
L_39dc7e1f	L	(ММММММММNNGH!)	game/tl/english/event/lizzara_feeding.rpy	1205	L "[what]" id L_39dc7e1f
narrator_596bfa23		As soon as it got inside, the liquid immediately began to be absorbed, sending a strong wave of excitement through the protoss's entire body, from which Lizzara was ready to collapse immediately. But Sarah held her tightly, not letting her lose consciousness from the new feelings, and of course not letting the tentacle pop out.	game/tl/english/event/lizzara_feeding.rpy	1211	"[what]" id narrator_596bfa23
L_f6eb92e0	L	(Aaaaaah! *Sob* To the brim!)	game/tl/english/event/lizzara_feeding.rpy	1217	L "[what]" id L_f6eb92e0
L_dcbf38a1	L	(My legs... They don't hold me anymore, hhaaaahh!)	game/tl/english/event/lizzara_feeding.rpy	1223	L "[what]" id L_dcbf38a1
S_62375c65	S	(Excellent... It's just like I wanted it to be... Despite the fact that we used something else, not the mouth... Everything turned out more than acceptable.)	game/tl/english/event/lizzara_feeding.rpy	1229	S "[what]" id S_62375c65
S_6dde6a5b	S	(Mmm...)	game/tl/english/event/lizzara_feeding.rpy	1235	S "[what]" id S_6dde6a5b
S_9bdc7889	S	(But if you look at it that way, this tentacle is no different from a dick... Therefore, I just... Let's not think about that today.)	game/tl/english/event/lizzara_feeding.rpy	1241	S "[what]" id S_9bdc7889
narrator_b1d5475d		For Sarah, the line between eating and sexual intercourse was increasingly blurred. The line she'd guarded so hard in her mind before, had become very blurred.	game/tl/english/event/lizzara_feeding.rpy	1247	"[what]" id narrator_b1d5475d
S_85174ded	S	Just thinking about it makes me wet down there...	game/tl/english/event/lizzara_feeding.rpy	1253	S "[what]" id S_85174ded
narrator_ec4bb0bf_2		{size=+6}*PSHHHHH!!!*{/size}	game/tl/english/event/lizzara_feeding.rpy	1259	"[what]" id narrator_ec4bb0bf_2 with shake_20
L_323149f9	L	(ММММH!!!)	game/tl/english/event/lizzara_feeding.rpy	1265	L "[what]" id L_323149f9
L_f458bf7c	L	(No-no-no-no, AAAHAH!)	game/tl/english/event/lizzara_feeding.rpy	1271	L "[what]" id L_f458bf7c
S_f3673ea1	S	Jizz, Lizzara, you're so loud... Even I didn't scream that loud...	game/tl/english/event/lizzara_feeding.rpy	1277	S "[what]" id S_f3673ea1
L_f16cd513	L	(It... It only got stronger!!! It doesn't stop filling me up...)	game/tl/english/event/lizzara_feeding.rpy	1283	L "[what]" id L_f16cd513
S_bb826d9c	S	Well, it usually gets a lot of nutrient fluid out of it, so... We're just getting started, hee-hee.	game/tl/english/event/lizzara_feeding.rpy	1289	S "[what]" id S_bb826d9c
S_6db33c9b	S	But the more you absorb, the better you'll feel. So try as hard as you can, now we have nowhere to rush, your life is no longer in danger.	game/tl/english/event/lizzara_feeding.rpy	1295	S "[what]" id S_6db33c9b
S_5223b617	S	The absorption may be accompanied by a strange feeling for you, but this is normal, and it should be so.	game/tl/english/event/lizzara_feeding.rpy	1301	S "[what]" id S_5223b617
L_5c4ded19	L	(Hhhhaah, what?)	game/tl/english/event/lizzara_feeding.rpy	1307	L "[what]" id L_5c4ded19
narrator_c11ea881		{size=+6}*PSHHHHH!!!*{/size}	game/tl/english/event/lizzara_feeding.rpy	1313	"[what]" id narrator_c11ea881 with shake_10
L_75afa823	L	(N-nutrient fluid!! Uhhh...)	game/tl/english/event/lizzara_feeding.rpy	1319	L "[what]" id L_75afa823
L_6b6976ff	L	(My clean body absorbing something this... dirty.)	game/tl/english/event/lizzara_feeding.rpy	1325	L "[what]" id L_6b6976ff
narrator_f028adf2		Lizzara was becoming less articulate, completely lost in a cocktail of unacceptable feelings.	game/tl/english/event/lizzara_feeding.rpy	1331	"[what]" id narrator_f028adf2
L_416ac636	L	(Mmmmgh...)	game/tl/english/event/lizzara_feeding.rpy	1337	L "[what]" id L_416ac636
L_aaac548d	L	(Mmmff!)	game/tl/english/event/lizzara_feeding.rpy	1343	L "[what]" id L_aaac548d
narrator_657c5949_1		*Squish* *Squish* *Squish*	game/tl/english/event/lizzara_feeding.rpy	1349	"[what]" id narrator_657c5949_1
L_779e3dbb_4	L	(!!!)	game/tl/english/event/lizzara_feeding.rpy	1355	L "[what]" id L_779e3dbb_4
narrator_dfb88bf4		The amount of nutrient fluid was becoming too much. It filled the protoss completely, leaking out and soiling her thighs.	game/tl/english/event/lizzara_feeding.rpy	1361	"[what]" id narrator_dfb88bf4
L_61cc3324	L	(Aaaahhh!)	game/tl/english/event/lizzara_feeding.rpy	1367	L "[what]" id L_61cc3324
S_0eab871f	S	(Ah... There really is too much of it... Maybe even more than my first time...)	game/tl/english/event/lizzara_feeding.rpy	1373	S "[what]" id S_0eab871f
narrator_14a41bef		Sarah continued to watch as the tentacle poured the remaining liquid deep inside. Evoking the achingly familiar feelings that were stirring up something dirty inside of Sarah.	game/tl/english/event/lizzara_feeding.rpy	1379	"[what]" id narrator_14a41bef
S_b0b24490	S	But you've been starving for so long! You need to take everything so that you have enough for a long time!	game/tl/english/event/lizzara_feeding.rpy	1385	S "[what]" id S_b0b24490
L_f6eebdc0	L	(This liquid... I can't absorb any more...)	game/tl/english/event/lizzara_feeding.rpy	1391	L "[what]" id L_f6eebdc0
S_b0b2d3ac	S	You just think so! You can soak up some more. You can't waste food!	game/tl/english/event/lizzara_feeding.rpy	1397	S "[what]" id S_b0b2d3ac
narrator_78583120		But there was many times more liquid than Lizzara's skin could absorb. The Protoss moaned at the top of her lungs as her body overflowed.	game/tl/english/event/lizzara_feeding.rpy	1403	"[what]" id narrator_78583120
L_c6f0157b	L	(S-stop it... Please!)	game/tl/english/event/lizzara_feeding.rpy	1409	L "[what]" id L_c6f0157b
S_e0b1b300	S	But... Oh, okay. Apparently, you really need help right now. Oops, hee-hee, too much...	game/tl/english/event/lizzara_feeding.rpy	1415	S "[what]" id S_e0b1b300
L_550acbb9	L	(NO! N-not so fast!)	game/tl/english/event/lizzara_feeding.rpy	1421	L "[what]" id L_550acbb9
narrator_ca15c125		Sarah was about to reach for the tentacle, but suddenly Lizzara was shouting something unintelligible louder.	game/tl/english/event/lizzara_feeding.rpy	1427	"[what]" id narrator_ca15c125
L_3504debf	L	{size=+6}MMMMMMMMMHHH!!!{/size}	game/tl/english/event/lizzara_feeding.rpy	1433	L "[what]" id L_3504debf with shake_20
narrator_74aafdf0		The Protoss was shaking all over, not knowing what was happening to her. It was as if small but very loud explosions were going on in her head, interrupting all extraneous sounds.	game/tl/english/event/lizzara_feeding.rpy	1439	"[what]" id narrator_74aafdf0
narrator_b8a4fba3		As soon as the girl fully removed the tentacle, a powerful jet of sweaty liquid mixed with her juices burst out of Lizzara.	game/tl/english/event/lizzara_feeding.rpy	1445	"[what]" id narrator_b8a4fba3
L_74dd4cd8	L	(AAAAAHH!!! Mmmmmghhh...)	game/tl/english/event/lizzara_feeding.rpy	1451	L "[what]" id L_74dd4cd8 with shake_20
L_dd87d79c	L	(Hhhhaaaah...)	game/tl/english/event/lizzara_feeding.rpy	1457	L "[what]" id L_dd87d79c
S_497e33fa	S	Oops, I think I forgot about that...	game/tl/english/event/lizzara_feeding.rpy	1463	S "[what]" id S_497e33fa
narrator_42e2b2f2		*Squish* *Smack* *Slurp*	game/tl/english/event/lizzara_feeding.rpy	1469	"[what]" id narrator_42e2b2f2
narrator_7a85fb45		Lizzara shuddered in the violent orgasms that swept over her one after the other. The protoss remained awake with the last of her strength, not knowing where or what she was.	game/tl/english/event/lizzara_feeding.rpy	1475	"[what]" id narrator_7a85fb45
L_7ca1703e	L	(Mmmmmnnn...)	game/tl/english/event/lizzara_feeding.rpy	1481	L "[what]" id L_7ca1703e
S_1ee13ad6	S	I think I overdid it... I didn't even think it could be so pleasant.	game/tl/english/event/lizzara_feeding.rpy	1487	S "[what]" id S_1ee13ad6
narrator_49b99bef		The girl gently released Lizzara, watching her carefully.	game/tl/english/event/lizzara_feeding.rpy	1493	"[what]" id narrator_49b99bef
S_ec093418	S	At least now I'm sure you'll be all right... We'll talk when you come to your senses.	game/tl/english/event/lizzara_feeding.rpy	1499	S "[what]" id S_ec093418
intro_7465ef7f	intro		game/tl/english/event/lizzara_feeding.rpy	1505	intro "[what]" id intro_7465ef7f
S_af6a5e65	S	Yes, yes, yes, I understand how it all looked. But it's all for you, I was afraid of losing you. Believe me, I've been through this before. So it only seems so strange at first, you'll soon get used to it, hee-hee.	game/tl/english/event/lizzara_feeding.rpy	1511	S "[what]" id S_af6a5e65
L_f16dcd24	L	(I understand... It was... impressive. Actually... I'm glad you were so worried about me. I don't hold it against you, even though we got to know each other too well. Perhaps there really was no other way.)	game/tl/english/event/lizzara_feeding.rpy	1517	L "[what]" id L_f16dcd24
